intertidal_sitename,cbsSiteCode,SiteOrder,latitude,longitude,MPA_name,Type,survey_rep,year,final_classification,total_hits,total_points,percent_cover
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,pterosiphonia bipinnata,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,semibalanus cariosus,1,964,0.00
Windermere Point,83,5180,38.5239429,-123.26747,,Reference,1,2010,tegula funebralis,1,964,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,mastocarpus papillatus,128,1070,0.12
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,fucus spp,115,1070,0.11
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,odonthalia floccosa,90,1070,0.08
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,endocladia muricata,88,1070,0.08
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,egregia menziesii,76,1070,0.07
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,mazzaella cordata/splendens,67,1070,0.06
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,mazzaella oregona,59,1070,0.06
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,phyllospadix torreyi,55,1070,0.05
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,grateloupia californica,42,1070,0.04
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,rock,38,1070,0.04
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,petrocelis spp,34,1070,0.03
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,undetermined,26,1070,0.02
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,chthamalus spp,25,1070,0.02
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,chondracanthus canaliculatus,22,1070,0.02
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,bluegreenalgae,16,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,cryptosiphonia woodii,16,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,tegula funebralis,15,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,corallina spp,12,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,cryptopleura/hymenena spp,12,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,encrusting coralline,12,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,tegula brunnea,12,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,alaria marginata,10,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,farlowia/pikea spp,10,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,gelidium coulteri,9,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,lottia scutum,8,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,phyllospadix scouleri,7,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,mastocarpus jardinii,6,1070,0.01
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,anthopleura elegantissima,5,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,cladophora columbiana,5,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,halosaccion glandiforme,5,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,porphyra spp,4,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,ulva spp,4,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,laminaria sinclairii,3,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,lottia paradigitalis/strigatella,3,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,lottia pelta,3,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,neorhodomela larix,3,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,ralfsiaceae,3,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,halymenia/schizymenia spp,2,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,hemigrapsus nudus,2,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,microcladia borealis,2,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,pachygrapsus crassipes,2,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,pterosiphonia bipinnata,2,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,bossiella spp,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,callithamnion pikeanum,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,centroceras/ceramium/corallophila spp,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,deeppool,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,gastroclonium subarticulatum,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,halidrys dioica,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,hedophyllum sessile,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,littorina plena/scutulata,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,lottia limatula,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,lottia scabra/conus,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,osmundea spectabilis,1,1070,0.00
North Jenner Beach,84,5190,38.4561761,-123.14244,Russian River SMCA,Reserve,1,2010,sand,1,1070,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mytilus californianus,270,885,0.31
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mazzaella cordata/splendens,71,885,0.08
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,endocladia muricata,60,885,0.07
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,chthamalus spp,52,885,0.06
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mastocarpus papillatus,46,885,0.05
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,rock,46,885,0.05
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,odonthalia floccosa,35,885,0.04
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,pelvetiopsis spp,27,885,0.03
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,pollicipes polymerus,23,885,0.03
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,balanus glandula,22,885,0.02
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,egregia menziesii,19,885,0.02
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,porphyra spp,19,885,0.02
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,corallina spp,15,885,0.02
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,phyllospadix scouleri,14,885,0.02
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,cryptopleura/hymenena spp,13,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,anthopleura xanthogrammica,10,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,microcladia borealis,10,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,cladophora columbiana,9,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,postelsia palmaeformis,9,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,prionitis lanceolata,7,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,diatoms,6,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,erythrophyllum delesserioides,6,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,pisaster ochraceus,6,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,dilsea californica,5,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,hedophyllum sessile,5,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mazzaella linearis,5,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,petrocelis spp,5,885,0.01
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,alaria marginata,4,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,sabellariidae,4,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,semibalanus cariosus,4,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,chondracanthus canaliculatus,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,laminaria setchellii,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,littorina plena/scutulata,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,lottia austrodigitalis/digitalis,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,lottia scabra/conus,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mazzaella oregona,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,strongylocentrotus purpuratus,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,ulva spp,3,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,bossiella spp,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,encrusting coralline,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,fucus spp,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,hildenbrandia/peyssonnelia spp,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,lottia pelta,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mazzaella parksii,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,nucella emarginata/ostrina,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,osmundea spectabilis,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,tegula funebralis,2,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,aplidium californicum/solidum,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,callithamnion pikeanum,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,centroceras/ceramium/corallophila spp,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,chondracanthus corymbiferus/exaspertata,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,deeppool,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,desmarestia ligulata,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,dodecaceria spp,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,grateloupia californica,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,haliclona spp,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,halosaccion glandiforme,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,halymenia/schizymenia spp,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,katharina tunicata,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,lottia paradigitalis/strigatella,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,mastocarpus jardinii,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,polysiphonia spp,1,885,0.00
Bodega,14,5200,38.3181936,-123.07365,Bodega Head SMR,Reserve,4,2010,ralfsiaceae,1,885,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,mazzaella cordata/splendens,183,862,0.21
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,egregia menziesii,131,862,0.15
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,odonthalia floccosa,87,862,0.10
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,mytilus californianus,69,862,0.08
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,rock,53,862,0.06
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,corallina spp,35,862,0.04
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,balanus glandula,30,862,0.03
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,bluegreenalgae,24,862,0.03
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,pelvetiopsis spp,24,862,0.03
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,mastocarpus papillatus,22,862,0.03
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,chondracanthus canaliculatus,18,862,0.02
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,endocladia muricata,16,862,0.02
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,phyllospadix scouleri,13,862,0.02
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,chthamalus spp,11,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,microcladia borealis,10,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,centroceras/ceramium/corallophila spp,9,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,mazzaella oregona,9,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,cryptopleura/hymenena spp,8,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,cladophora columbiana,7,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,gastroclonium subarticulatum,7,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,diatoms,6,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,pterosiphonia bipinnata,6,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,halosaccion glandiforme,5,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,lottia scabra/conus,5,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,mastocarpus jardinii,5,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,mazzaella parksii,5,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,prionitis lanceolata,5,862,0.01
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,callithamnion pikeanum,4,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,petrocelis spp,4,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,porphyra spp,4,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,semibalanus cariosus,4,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,ulva spp,4,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,lottia austrodigitalis/digitalis,3,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,lottia pelta,3,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,undetermined,3,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,anthopleura xanthogrammica,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,colpomenia/leathesia spp,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,desmarestia ligulata,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,fucus spp,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,laminaria setchellii,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,leptasterias spp,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,osmundea spectabilis,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,sabellariidae,2,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,acrosiphonia spp,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,analipus japonicus,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,bossiella spp,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,cancer antennarius,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,chondracanthus corymbiferus/exaspertata,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,cryptosiphonia woodii,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,gelidium coulteri,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,halymenia/schizymenia spp,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,hildenbrandia/peyssonnelia spp,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,littorina plena/scutulata,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,nucella emarginata/ostrina,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,pisaster ochraceus,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,pollicipes polymerus,1,862,0.00
Bodega Head,85,5210,38.3031581,-123.05261,,Reference,1,2010,pugettia producta,1,862,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,sand,104,734,0.14
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,mytilus californianus,82,734,0.11
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,rock,76,734,0.10
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,pelvetiopsis spp,53,734,0.07
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,egregia menziesii,44,734,0.06
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,chthamalus spp,40,734,0.05
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,mastocarpus papillatus,30,734,0.04
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,petrocelis spp,25,734,0.03
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,mazzaella cordata/splendens,24,734,0.03
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,fucus spp,16,734,0.02
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,anthopleura elegantissima,15,734,0.02
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,diatoms,14,734,0.02
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,laminaria sinclairii,14,734,0.02
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,endocladia muricata,12,734,0.02
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,mazzaella linearis,11,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,odonthalia floccosa,11,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,alaria marginata,9,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,cryptopleura/hymenena spp,9,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,pollicipes polymerus,9,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,prionitis lanceolata,9,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,ulva spp,9,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,balanus glandula,8,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,lottia austrodigitalis/digitalis,8,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,neorhodomela larix,8,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,silvetia compressa,8,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,littorina plena/scutulata,7,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,porphyra spp,7,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,anthopleura xanthogrammica,6,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,bluegreenalgae,6,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,ahnfeltiopsis linearis,5,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,encrusting coralline,5,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,mazzaella oregona,5,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,ralfsiaceae,5,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,cladophora columbiana,4,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,lottia scabra/conus,4,734,0.01
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,analipus japonicus,3,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,corallina spp,3,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,nucella emarginata/ostrina,3,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,pterosiphonia bipinnata,3,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,centroceras/ceramium/corallophila spp,2,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,lottia paradigitalis/strigatella,2,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,lottia pelta,2,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,smalllimpet,2,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,tegula funebralis,2,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,anthopleura sola,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,codium fragile,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,cryptosiphonia woodii,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,dilsea californica,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,laminaria setchellii,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,no data,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,phaeostrophion irregulare,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,plocamium violaceum,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,polysiphonia spp,1,734,0.00
Santa Maria Creek,15,5220,38.0124439,-122.84938,,Reference,3,2010,pterosiphonia dendroidea/pennata,1,734,0.00
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,egregia menziesii,204,917,0.22
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,mazzaella cordata/splendens,181,917,0.20
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,rock,69,917,0.08
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,acrosiphonia spp,52,917,0.06
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,chthamalus spp,45,917,0.05
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,ulva spp,44,917,0.05
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,odonthalia floccosa,38,917,0.04
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,petrocelis spp,38,917,0.04
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,chondracanthus canaliculatus,28,917,0.03
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,mastocarpus papillatus,25,917,0.03
Chimney Rock,86,5230,37.9938296,-122.96729,Point Reyes SMR,Reserve,1,2010,sand,25,917,0.03
